交易ID,E_gen (kWh),E_cons (kWh),时间戳偏移(s),有效性
795,608.8,615.8,-6.0,有效
796,686.3,648.1,-10.0,有效
797,678.6,709.2,2.1,有效
798,282.9,243.3,-3.8,有效
799,512.0,525.2,9.8,有效
800,210.7,244.1,10.0,有效
801,249.0,285.4,7.4,有效
802,493.1,491.4,5.1,有效
803,345.5,377.6,-8.6,有效
804,455.1,483.7,-6.9,有效
805,617.6,626.4,6.2,有效
806,391.7,351.5,-4.1,有效
807,462.7,461.1,-6.4,有效
808,393.0,437.0,7.8,有效
809,604.9,611.3,-6.9,有效
810,696.4,707.6,9.0,有效
811,474.1,507.0,-1.5,有效
812,330.4,360.1,3.9,有效
813,514.1,550.5,-0.9,有效
814,30.9,66.3,7.6,有效
815,620.8,606.7,0.8,有效
816,163.7,128.5,7.4,有效
817,250.6,259.4,-5.1,有效
818,311.3,281.0,-9.2,有效
819,637.0,649.3,2.4,有效
820,474.3,441.9,-8.4,有效
821,387.7,343.1,3.8,有效
822,709.3,721.3,0.1,有效
823,489.6,536.1,5.6,有效
824,478.4,489.8,4.7,有效
825,242.1,235.0,1.2,有效
826,531.4,570.4,9.1,有效
827,168.9,167.2,-8.8,有效
828,86.9,120.1,7.3,有效
829,483.9,519.3,-1.9,有效
830,504.7,483.0,-9.8,有效
831,148.1,183.2,-3.8,有效
832,401.1,393.5,-8.9,有效
833,438.4,470.3,2.7,有效
834,530.5,530.7,4.6,有效
835,571.3,566.6,-2.6,有效
836,814.5,826.7,-1.8,有效
837,464.4,430.4,4.1,有效
838,718.3,721.7,5.6,有效
839,364.7,354.2,9.8,有效
840,786.7,790.6,1.2,有效
841,181.2,182.8,-9.3,有效
842,579.6,536.7,-2.8,有效
843,362.8,354.9,2.4,有效
844,310.1,276.6,7.1,有效
845,131.9,93.7,-2.3,有效
846,154.7,202.5,0.4,有效
847,595.3,597.5,0.8,有效
848,125.5,95.6,2.9,有效
849,484.2,496.6,1.6,有效
850,721.8,679.8,-5.5,有效
851,402.1,369.9,-2.1,有效
852,611.4,651.9,-5.1,有效
853,312.8,264.3,-1.9,有效
854,381.3,359.7,-0.9,有效
855,483.8,438.1,9.2,有效
856,460.1,456.8,6.3,有效
857,575.7,544.9,1.5,有效
858,622.1,577.9,3.8,有效
859,511.8,482.0,-3.7,有效
860,661.1,657.4,8.3,有效
861,456.2,410.9,-1.4,有效
862,442.0,406.4,-4.5,有效
863,685.4,694.4,-2.8,有效
864,408.0,377.3,2.2,有效
865,587.3,563.3,2.0,有效
866,268.3,314.2,-7.6,有效
867,398.1,355.8,-9.1,有效
868,238.4,273.2,0.3,有效
869,603.1,617.3,-6.2,有效
870,553.2,533.8,-5.5,有效
871,495.7,499.8,0.9,有效
872,473.5,479.9,1.1,有效
873,821.5,797.7,-4.1,有效
874,479.0,465.2,-1.6,有效
875,293.0,247.6,1.1,有效
876,263.6,249.2,4.4,有效
877,299.3,307.0,-8.2,有效
878,784.9,762.7,9.4,有效
879,462.3,425.6,-6.1,有效
880,315.7,335.1,-2.7,有效
881,253.0,225.6,9.5,有效
882,485.9,486.0,7.9,有效
883,569.6,522.4,9.7,有效
884,349.1,391.7,5.5,有效
885,764.4,727.0,-8.1,有效
886,323.4,316.9,7.7,有效
887,478.1,442.1,2.5,有效
888,699.7,690.9,1.2,有效
889,328.5,286.8,6.5,有效
890,807.0,848.0,-4.0,有效
891,514.5,547.7,-1.2,有效
892,348.3,348.2,-6.4,有效
893,107.5,117.3,6.3,有效
894,620.4,625.0,8.8,有效
895,550.0,528.1,2.8,有效
896,680.7,720.4,5.0,有效
897,435.2,482.1,-1.2,有效
898,508.4,485.4,0.2,有效
899,175.9,140.6,-5.0,有效
900,283.2,301.0,4.8,有效
901,440.0,433.2,-1.8,有效
902,570.2,524.4,3.3,有效
903,617.8,603.4,2.5,有效
904,399.9,449.5,2.7,有效
905,439.0,435.1,-7.0,有效
906,795.5,779.1,3.6,有效
907,556.7,572.4,1.8,有效
908,514.7,523.9,8.5,有效
909,360.1,349.7,-0.6,有效
910,610.5,578.6,4.9,有效
911,252.4,243.5,-1.5,有效
912,380.2,358.5,-2.7,有效
913,21.6,53.2,-1.2,有效
914,441.1,393.0,0.1,有效
915,294.5,332.5,5.0,有效
916,426.7,434.3,4.5,有效
917,227.8,212.1,-8.1,有效
918,625.7,635.9,9.9,有效
919,151.7,157.5,-1.8,有效
920,218.4,240.4,-10.0,有效
921,337.9,312.5,1.2,有效
922,403.8,423.5,-7.9,有效
923,603.6,555.8,9.9,有效
924,617.5,608.3,-1.4,有效
925,628.7,583.8,-1.7,有效
926,722.6,716.7,6.6,有效
927,904.3,883.4,-0.4,有效
928,755.4,744.0,1.6,有效
929,466.1,440.9,1.4,有效
930,483.0,439.7,-3.6,有效
931,314.1,306.2,-3.0,有效
932,470.8,517.0,6.1,有效
933,734.0,752.1,-9.2,有效
934,609.2,650.7,6.0,有效
935,497.1,514.5,-9.6,有效
936,924.5,971.8,8.3,有效
937,523.9,555.6,-3.9,有效
938,507.2,472.4,3.2,有效
939,667.1,691.4,2.2,有效
940,558.6,523.8,-1.5,有效
941,327.7,313.0,1.9,有效
942,379.7,401.6,8.8,有效
943,546.4,500.1,-7.2,有效
944,519.4,520.8,-7.2,有效
945,326.7,367.8,-7.3,有效
946,743.0,737.1,4.0,有效
947,92.8,142.0,-6.7,有效
948,391.8,397.4,0.5,有效
949,314.5,350.6,6.8,有效
950,454.8,419.7,6.5,有效
951,395.7,437.9,-2.7,有效
952,61.0,81.8,2.6,有效
953,116.9,97.4,-3.2,有效
954,463.2,475.8,-6.6,有效
955,396.7,357.2,6.7,有效
956,523.4,493.6,5.0,有效
957,59.2,75.6,-9.5,有效
958,108.7,64.7,-4.2,有效
959,793.5,793.2,8.7,有效
960,416.9,428.1,-3.4,有效
961,690.3,651.5,1.5,有效
962,554.7,563.3,0.9,有效
963,563.4,591.2,-1.5,有效
964,446.4,458.4,-4.6,有效
965,670.7,687.7,8.4,有效
966,364.1,318.3,6.2,有效
967,369.6,418.9,4.9,有效
968,453.2,410.6,-7.0,有效
969,335.9,335.4,-5.3,有效
970,852.6,812.9,0.4,有效
971,577.7,547.7,0.4,有效
972,343.2,381.3,-9.5,有效
973,945.1,913.3,-6.4,有效
974,767.3,783.0,-6.8,有效
975,366.6,414.4,-8.6,有效
976,349.1,299.5,8.8,有效
977,492.1,498.3,8.2,有效
978,532.9,554.4,1.4,有效
979,501.7,471.1,-4.2,有效
980,771.7,784.5,0.7,有效
981,103.8,114.8,-0.0,有效
982,709.5,744.7,8.3,有效
983,393.1,439.1,-9.3,有效
984,755.7,801.8,-8.0,有效
985,580.0,534.6,7.2,有效
986,315.4,358.8,9.5,有效
987,255.1,290.3,1.9,有效
988,749.4,797.3,7.3,有效
989,578.9,543.5,0.7,有效
990,437.2,430.2,10.0,有效
991,261.5,281.3,-9.2,有效
992,526.8,487.3,8.7,有效
993,713.4,721.2,1.4,有效
994,584.4,543.2,0.4,有效
995,515.9,502.3,0.7,有效
996,692.2,666.0,-8.4,有效
997,447.7,496.1,-8.2,有效
998,440.9,458.7,0.1,有效
999,813.1,801.1,0.2,有效
1000,245.0,203.4,9.5,有效
1001,243.1,286.1,3.0,有效
1002,716.2,753.2,-3.4,有效
1003,576.4,587.6,8.6,有效
1004,355.1,370.0,-7.6,有效
1005,333.1,304.8,2.1,有效
1006,334.9,331.9,1.7,有效
1007,405.9,436.4,7.7,有效
1008,580.0,583.6,-3.4,有效
1009,536.8,578.1,-6.3,有效
1010,625.2,636.7,5.8,有效
1011,691.8,734.7,9.0,有效
1012,195.6,161.5,-3.4,有效
1013,359.7,345.6,4.6,有效
1014,717.8,732.5,0.1,有效
1015,336.4,303.8,-1.2,有效
1016,527.7,549.2,7.8,有效
1017,285.2,262.4,-0.1,有效
1018,272.5,225.3,-9.8,有效
1019,486.5,495.4,-3.4,有效
1020,589.7,556.9,-8.5,有效
1021,918.8,944.6,5.3,有效
1022,446.8,481.4,6.7,有效
1023,344.5,345.0,-3.1,有效
1024,824.2,863.1,2.4,有效
1025,280.3,236.2,-4.0,有效
1026,507.5,508.6,1.1,有效
1027,310.9,296.3,-4.9,有效
1028,594.5,570.3,-3.4,有效
1029,396.9,417.4,2.5,有效
1030,431.1,468.0,-4.7,有效
1031,377.6,379.6,-0.7,有效
1032,505.4,539.5,-4.4,有效
1033,498.4,524.7,5.5,有效
1034,368.7,385.2,6.7,有效
1035,262.5,254.4,2.8,有效
1036,409.8,395.5,7.2,有效
1037,577.9,616.0,-9.1,有效
1038,469.4,508.0,5.3,有效
1039,526.5,558.8,-6.9,有效
1040,696.7,672.2,0.9,有效
1041,336.0,292.8,-0.2,有效
1042,597.0,559.0,1.5,有效
1043,490.3,488.6,1.8,有效
1044,364.2,328.4,-1.1,有效
1045,364.4,339.2,1.1,有效
1046,163.4,116.5,-9.3,有效
1047,632.0,658.8,0.4,有效
1048,448.0,414.8,3.7,有效
1049,558.9,537.9,4.3,有效
1050,507.6,532.4,3.8,有效
1051,479.4,470.1,-0.4,有效
1052,853.4,887.4,-9.5,有效
1053,617.2,597.9,-8.4,有效
1054,227.2,207.6,-3.8,有效
1055,277.6,267.9,9.2,有效
1056,442.4,478.3,-3.8,有效
1057,489.7,448.8,-9.5,有效
1058,660.8,698.7,5.6,有效
1059,297.5,273.5,8.9,有效
1060,554.4,600.9,1.9,有效
1061,409.6,414.5,-8.7,有效
1062,658.3,680.8,6.3,有效
1063,710.3,699.0,5.8,有效
1064,483.3,493.8,7.5,有效
1065,668.7,664.2,6.0,有效
1066,709.6,758.3,5.2,有效
1067,462.3,441.3,8.9,有效
1068,656.4,638.5,-7.1,有效
1069,518.1,556.2,-1.0,有效
1070,306.0,300.9,-10.0,有效
1071,444.4,458.4,-1.6,有效
1072,839.7,875.3,-9.8,有效
1073,352.3,401.0,-3.1,有效
1074,465.8,506.5,-3.1,有效
1075,350.4,321.0,8.3,有效
1076,267.0,273.4,4.2,有效
1077,483.5,447.4,1.1,有效
1078,547.2,587.1,1.7,有效
1079,598.4,616.6,-1.1,有效
1080,546.5,523.0,-6.6,有效
1081,551.4,529.2,9.5,有效
1082,561.9,577.7,-0.5,有效
1083,579.5,560.6,4.9,有效
1084,559.2,565.4,2.6,有效
1085,625.2,669.3,-6.1,有效
1086,306.9,297.7,4.9,有效
1087,349.3,385.1,-9.8,有效
1088,579.2,623.1,6.9,有效
1089,853.4,880.2,-2.2,有效
1090,539.5,536.7,-2.4,有效
1091,354.0,323.9,-4.9,有效
1092,382.3,348.9,0.4,有效
1093,519.1,567.8,-6.2,有效
1094,601.6,557.9,3.0,有效
1095,755.1,742.4,1.8,有效
1096,528.9,578.0,5.1,有效
1097,320.0,364.9,-7.7,有效
1098,318.1,315.1,-5.9,有效
1099,328.1,291.8,0.7,有效
1100,482.0,506.3,-3.7,有效
1101,803.8,772.9,-4.6,有效
1102,540.9,553.6,5.3,有效
1103,275.6,266.4,3.8,有效
1104,497.6,537.9,2.1,有效
1105,478.6,488.7,8.0,有效
1106,485.2,487.4,-9.0,有效
1107,477.9,493.6,-0.0,有效
1108,395.3,397.3,2.4,有效
1109,614.4,658.2,-3.2,有效
1110,565.9,535.8,9.1,有效
1111,312.3,289.3,8.6,有效
1112,32.6,0.0,7.1,有效
1113,441.2,484.1,-8.6,有效
1114,345.5,297.7,-5.6,有效
1115,634.3,603.0,-9.4,有效
1116,424.5,394.1,-4.4,有效
1117,720.6,715.3,-1.5,有效
1118,569.2,570.1,-2.2,有效
1119,385.0,336.3,0.2,有效
1120,642.9,620.1,3.3,有效
1121,271.9,299.1,3.7,有效
1122,645.4,620.3,-7.5,有效
1123,492.4,477.5,-6.8,有效
1124,222.8,240.8,-5.3,有效
1125,569.9,593.9,-5.5,有效
1126,681.6,637.2,-0.4,有效
1127,599.4,550.1,-7.8,有效
1128,263.2,282.6,4.2,有效
1129,408.6,420.1,2.0,有效
1130,569.9,609.1,-2.3,有效
1131,558.4,522.4,-1.4,有效
1132,606.3,598.3,-6.1,有效
1133,379.0,369.1,-2.9,有效
1134,789.1,809.7,0.0,有效
1135,510.9,507.9,-7.0,有效
1136,761.2,764.5,-4.0,有效
1137,635.9,640.8,1.3,有效
1138,758.8,771.1,4.0,有效
1139,734.8,713.2,4.9,有效
1140,820.4,779.6,0.3,有效
1141,534.3,555.5,0.6,有效
1142,724.2,682.4,-6.3,有效
1143,455.5,452.7,-7.2,有效
1144,350.2,373.6,7.2,有效
1145,633.2,635.0,-2.5,有效
1146,798.6,824.6,9.9,有效
1147,393.0,431.9,6.9,有效
1148,672.9,630.6,3.6,有效
1149,578.2,622.9,-9.1,有效
1150,769.5,817.9,-8.7,有效
1151,735.2,711.2,-0.9,有效
1152,114.9,72.1,4.5,有效
1153,191.4,164.4,-5.9,有效
1154,405.2,427.4,6.6,有效
1155,252.5,227.6,5.1,有效
1156,485.3,530.4,-7.3,有效
1157,804.0,820.5,-4.9,有效
1158,713.8,733.5,-3.2,有效
1159,431.1,392.1,2.8,有效
1160,661.3,642.7,-5.0,有效
1161,341.5,333.2,-8.1,有效
1162,157.5,123.3,-1.2,有效
1163,482.1,491.5,-6.1,有效
1164,697.7,722.6,5.2,有效
1165,410.9,362.5,1.0,有效
1166,833.1,784.3,5.7,有效
1167,335.6,305.8,6.1,有效
1168,438.5,461.5,-8.9,有效
1169,472.3,465.5,-0.4,有效
1170,218.7,241.4,6.7,有效
1171,206.1,240.9,-9.6,有效
1172,639.3,614.5,10.0,有效
1173,426.2,421.7,6.4,有效
1174,320.7,339.0,-1.3,有效
1175,735.6,779.1,9.5,有效
1176,454.6,480.4,-8.8,有效
1177,356.4,398.9,1.6,有效
1178,188.5,200.0,9.2,有效
1179,518.6,494.3,-2.3,有效
1180,234.8,235.1,2.8,有效
1181,408.0,444.3,-8.7,有效
1182,150.9,190.8,-4.0,有效
1183,560.8,573.3,9.3,有效
1184,363.1,322.1,1.1,有效
1185,230.3,272.1,-3.2,有效
1186,425.8,440.4,0.2,有效
1187,223.0,174.9,4.1,有效
1188,649.7,635.8,-5.4,有效
1189,593.1,595.8,-4.8,有效
1190,453.1,429.7,0.6,有效
1191,678.1,716.4,-5.8,有效
1192,496.6,519.4,3.3,有效
1193,33.9,68.8,-8.7,有效
1194,482.9,467.6,2.6,有效
1195,125.7,128.0,7.9,有效
1196,521.1,517.6,0.8,有效
1197,828.7,843.8,-5.9,有效
1198,466.1,485.9,-9.5,有效
1199,513.3,562.6,2.7,有效
1200,520.3,471.7,-7.2,有效
1201,407.2,387.9,0.6,有效
1202,337.1,356.0,5.5,有效
1203,327.4,330.2,-5.9,有效
1204,594.6,596.8,6.8,有效
1205,505.2,474.7,-9.0,有效
1206,762.0,727.1,-3.6,有效
1207,531.8,536.0,0.8,有效
1208,274.6,236.3,-6.7,有效
1209,122.1,171.5,-7.6,有效
1210,519.9,508.1,-3.0,有效
1211,698.4,695.9,-0.1,有效
1212,514.6,539.6,-5.7,有效
1213,416.0,366.8,-2.5,有效
1214,504.2,504.8,-5.0,有效
1215,791.4,758.2,-3.5,有效
1216,246.5,203.3,-2.1,有效
1217,267.4,247.7,9.9,有效
1218,711.6,732.4,4.8,有效
1219,33.6,61.4,-1.1,有效
1220,619.5,648.0,-1.9,有效
1221,292.4,293.6,4.2,有效
1222,441.0,464.5,0.8,有效
1223,654.4,619.8,-4.3,有效
1224,360.1,351.7,8.6,有效
1225,560.1,606.0,0.8,有效
1226,348.8,318.4,-2.0,有效
1227,306.0,294.6,4.1,有效
1228,543.6,564.3,-6.1,有效
1229,529.4,560.7,0.4,有效
1230,611.9,647.9,1.5,有效
1231,557.2,599.2,7.2,有效
1232,800.3,843.9,-4.4,有效
1233,267.5,263.9,-2.2,有效
1234,682.3,657.4,-4.8,有效
1235,578.7,610.4,5.9,有效
1236,516.6,498.0,-8.6,有效
1237,289.9,243.2,-6.1,有效
1238,594.0,571.3,-3.1,有效
1239,388.1,425.9,-8.1,有效
1240,681.3,710.8,5.9,有效
1241,564.8,563.5,5.4,有效
1242,382.2,414.1,8.4,有效
1243,650.6,679.7,-8.4,有效
1244,699.5,682.6,0.3,有效
1245,130.7,88.7,-3.8,有效
1246,246.9,235.8,7.9,有效
1247,554.7,532.6,2.8,有效
1248,295.8,311.9,5.1,有效
1249,511.8,522.6,-8.5,有效
1250,780.8,828.0,3.2,有效
1251,710.7,730.6,4.0,有效
1252,166.0,154.6,6.7,有效
1253,642.7,666.0,2.8,有效
1254,347.6,365.9,3.3,有效
1255,326.3,323.6,-9.8,有效
1256,59.9,86.9,2.5,有效
1257,431.2,463.9,2.0,有效
1258,403.0,452.6,6.2,有效
1259,436.7,452.6,-6.8,有效
1260,919.8,911.5,6.7,有效
1261,566.7,531.7,-8.0,有效
1262,501.7,481.2,4.9,有效
1263,487.9,477.0,-7.0,有效
1264,674.1,630.8,-8.8,有效
1265,703.5,704.8,-3.7,有效
1266,314.7,353.1,7.0,有效
1267,743.8,776.6,8.8,有效
1268,645.2,692.9,6.3,有效
1269,569.3,555.9,-7.8,有效
1270,792.8,832.9,8.8,有效
1271,545.7,527.9,-9.1,有效
1272,278.4,287.1,-4.0,有效
1273,846.0,876.6,4.8,有效
1274,372.4,374.8,0.8,有效
1275,456.9,503.1,4.2,有效
1276,618.0,609.6,-1.8,有效
1277,137.9,89.9,0.8,有效
1278,485.1,444.7,0.7,有效
1279,288.5,273.1,-2.9,有效
1280,703.7,740.8,6.8,有效
1281,412.6,390.2,-1.1,有效
1282,512.3,463.3,-2.2,有效
1283,552.0,506.1,6.4,有效
1284,739.8,787.8,-9.7,有效
1285,761.1,728.2,9.7,有效
1286,810.8,773.0,-7.6,有效
1287,699.9,738.2,-4.1,有效
1288,545.3,594.4,-1.6,有效
1289,445.5,451.9,6.7,有效
1290,202.4,184.3,5.9,有效
1291,579.7,554.9,1.7,有效
1292,323.1,366.4,4.2,有效
1293,523.3,559.3,9.1,有效
1294,819.6,777.9,3.6,有效
1295,509.1,499.0,1.3,有效
1296,686.3,659.4,4.9,有效
1297,321.5,326.8,-6.8,有效
1298,634.7,643.7,-6.8,有效
1299,255.7,213.8,-1.8,有效
1300,743.7,700.7,-2.8,有效
1301,389.5,388.3,5.4,有效
1302,624.2,658.4,-0.5,有效
1303,664.5,640.9,-2.7,有效
1304,849.6,815.3,4.3,有效
1305,404.5,426.0,7.5,有效
1306,650.7,637.0,-4.6,有效
1307,668.4,690.7,1.0,有效
1308,773.7,795.7,3.3,有效
1309,262.2,282.5,-7.8,有效
1310,353.3,323.7,0.3,有效
1311,567.6,596.6,-7.5,有效
1312,649.5,670.7,4.5,有效
1313,555.8,565.2,2.0,有效
1314,440.3,476.7,2.1,有效
1315,90.3,85.6,-3.8,有效
1316,361.9,402.8,-9.9,有效
1317,382.9,335.2,-9.5,有效
1318,352.8,365.3,1.9,有效
1319,139.1,139.0,-3.7,有效
1320,703.5,689.4,-7.7,有效
1321,665.2,689.7,-7.7,有效
1322,720.6,717.9,5.3,有效
1323,488.2,454.4,-8.0,有效
1324,215.1,221.8,7.5,有效
1325,313.6,315.9,0.8,有效
1326,179.3,137.9,-1.7,有效
1327,520.3,515.2,-7.2,有效
1328,126.8,175.4,-3.7,有效
1329,791.3,748.5,-6.9,有效
1330,549.5,529.4,3.2,有效
1331,597.4,578.5,10.0,有效
1332,805.5,831.5,-6.9,有效
1333,706.5,672.9,-6.4,有效
1334,917.2,899.1,4.5,有效
1335,460.1,484.3,-3.3,有效
1336,419.2,392.3,-0.4,有效
1337,99.0,113.2,-2.0,有效
1338,612.4,640.7,8.9,有效
1339,586.3,591.4,5.1,有效
1340,165.9,117.1,2.5,有效
1341,804.4,797.3,-3.1,有效
1342,477.1,498.1,-6.2,有效
1343,326.1,348.2,9.9,有效
1344,474.6,426.1,4.1,有效
1345,699.5,729.4,5.2,有效
1346,620.5,650.8,8.5,有效
1347,822.8,867.7,7.0,有效
1348,622.8,617.8,-9.1,有效
1349,406.4,434.1,4.2,有效
1350,559.0,599.5,-1.3,有效
1351,677.4,660.1,-1.7,有效
1352,227.5,269.2,-4.3,有效
1353,433.0,464.5,2.4,有效
1354,148.5,159.3,2.1,有效
1355,435.8,471.1,7.0,有效
1356,204.0,206.7,5.1,有效
1357,568.2,572.8,0.7,有效
1358,362.5,345.3,6.5,有效
1359,188.0,160.7,7.3,有效
1360,365.2,322.9,-1.1,有效
1361,706.5,741.1,-9.2,有效
1362,768.2,733.0,1.4,有效
1363,712.8,695.2,7.7,有效
1364,782.0,761.3,-5.8,有效
1365,671.3,638.2,0.9,有效
1366,746.1,749.9,-6.8,有效
1367,243.5,239.7,6.4,有效
1368,244.5,240.2,1.4,有效
1369,457.3,460.9,5.8,有效
1370,427.2,435.2,4.4,有效
1371,366.5,339.4,-0.2,有效
1372,309.9,352.4,-5.9,有效
1373,507.9,470.3,3.8,有效
1374,414.0,437.0,1.3,有效
1375,566.6,610.4,-4.6,有效
1376,495.8,478.0,8.6,有效
1377,782.5,783.4,-9.1,有效
1378,618.2,660.2,5.1,有效
1379,550.6,546.5,7.1,有效
1380,184.4,146.8,0.0,有效
1381,542.6,539.8,2.2,有效
1382,671.5,719.2,-4.1,有效
1383,748.1,765.5,-4.5,有效
1384,493.1,493.4,-9.9,有效
1385,706.6,688.6,8.7,有效
1386,475.6,493.5,-7.2,有效
1387,407.4,400.7,-2.6,有效
1388,670.2,684.4,4.6,有效
1389,673.5,688.6,-4.7,有效
1390,620.0,668.0,4.5,有效
1391,400.1,441.5,-3.2,有效
1392,865.6,887.6,-8.5,有效
1393,426.2,421.9,-5.7,有效
1394,288.9,297.8,2.5,有效
1395,425.3,439.9,-0.1,有效
1396,724.7,723.6,-4.6,有效
1397,586.3,588.0,-7.6,有效
1398,642.7,672.0,5.4,有效
1399,514.0,561.3,1.7,有效
1400,361.5,363.1,6.3,有效
1401,441.1,417.5,1.1,有效
1402,636.9,645.0,-8.5,有效
1403,456.0,474.1,2.9,有效
1404,844.9,845.7,9.4,有效
1405,418.6,405.3,5.1,有效
1406,63.1,97.8,9.1,有效
1407,797.6,841.7,-3.9,有效
1408,419.7,447.1,-8.7,有效
1409,666.2,685.8,7.9,有效
1410,299.4,333.1,6.3,有效
1411,535.9,529.7,6.7,有效
1412,445.4,483.1,-6.3,有效
1413,527.4,524.2,-7.0,有效
1414,598.6,562.6,8.2,有效
1415,747.9,795.1,4.6,有效
1416,486.3,509.2,7.6,有效
1417,479.5,506.4,0.1,有效
1418,660.2,633.1,2.9,有效
1419,307.7,320.8,9.4,有效
1420,478.7,513.2,7.6,有效
1421,526.6,502.6,-6.7,有效
1422,351.3,372.2,-1.5,有效
1423,710.9,730.3,-2.3,有效
1424,700.6,737.8,7.8,有效
1425,270.2,231.6,-0.9,有效
1426,559.3,570.3,5.9,有效
1427,858.7,818.7,1.6,有效
1428,541.7,571.5,6.6,有效
1429,808.4,778.8,4.9,有效
1430,468.9,434.5,9.3,有效
1431,793.0,772.7,4.4,有效
1432,638.0,651.0,3.0,有效
1433,880.9,884.4,0.2,有效
1434,463.0,469.6,4.8,有效
1435,30.5,56.2,-3.3,有效
1436,593.6,554.6,5.8,有效
1437,490.0,503.5,-9.2,有效
1438,611.5,593.2,1.4,有效
1439,263.6,230.0,2.5,有效
1440,303.5,312.9,6.8,有效
1441,602.6,632.8,6.7,有效
1442,624.9,582.9,0.3,有效
1443,625.2,596.8,-1.2,有效
1444,414.9,396.8,-9.2,有效
1445,376.4,328.0,-1.8,有效
1446,493.1,482.0,3.1,有效
1447,554.9,514.3,8.9,有效
1448,852.3,888.2,2.3,有效
1449,960.3,993.8,2.8,有效
1450,216.7,198.1,7.0,有效
1451,359.2,393.8,-2.5,有效
1452,468.9,428.1,-5.6,有效
1453,609.0,566.8,7.6,有效
1454,341.2,330.7,1.3,有效
1455,181.7,187.7,0.3,有效
1456,402.2,426.9,5.8,有效
1457,436.4,480.5,-8.6,有效
1458,651.8,662.1,0.8,有效
1459,341.7,292.8,-9.8,有效
1460,457.8,455.8,-3.7,有效
1461,408.6,363.3,7.4,有效
1462,283.2,324.8,9.5,有效
1463,372.5,345.0,-1.0,有效
1464,344.1,338.3,-8.7,有效
1465,466.2,434.2,5.7,有效
1466,796.5,835.6,-4.8,有效
1467,985.3,1000.0,5.9,有效
1468,551.9,584.2,9.8,有效
1469,660.4,694.8,-9.2,有效
1470,445.8,479.6,-3.4,有效
1471,466.7,465.2,3.3,有效
1472,214.8,231.2,-6.4,有效
1473,514.6,540.4,-9.3,有效
1474,423.6,415.5,-0.3,有效
1475,658.7,643.8,1.9,有效
1476,113.8,76.4,3.4,有效
1477,814.2,788.6,-8.7,有效
1478,546.8,551.4,0.6,有效
1479,345.5,368.6,0.6,有效
1480,337.2,336.1,-6.7,有效
1481,563.0,579.1,3.9,有效
1482,683.7,666.5,-4.6,有效
1483,461.1,425.9,-0.2,有效
1484,535.3,508.1,3.0,有效
1485,462.1,508.8,3.7,有效
1486,437.5,481.3,-8.5,有效
1487,703.2,671.7,3.6,有效
1488,287.8,302.7,5.8,有效
1489,425.5,397.4,-1.5,有效
1490,41.4,18.7,-2.6,有效
1491,514.3,529.2,-8.9,有效
1492,686.9,727.8,-7.6,有效
1493,560.6,523.0,5.3,有效
1494,660.2,686.4,4.2,有效
1495,695.9,741.6,8.5,有效
1496,322.2,338.8,-5.7,有效
1497,414.4,421.6,-8.5,有效
1498,494.1,524.6,-0.1,有效
1499,329.5,376.4,-5.6,有效
1500,386.5,355.4,7.4,有效
1501,339.5,326.8,9.5,有效
1502,411.4,435.4,5.3,有效
1503,336.6,307.7,7.7,有效
1504,512.0,482.9,5.0,有效
1505,797.3,764.4,-9.0,有效
1506,146.0,129.5,3.3,有效
1507,415.6,394.3,-7.5,有效
1508,747.7,790.6,-5.1,有效
1509,597.8,569.3,3.1,有效
1510,876.7,892.9,7.5,有效
1511,527.9,485.2,-2.6,有效
1512,491.8,531.1,1.8,有效
1513,67.1,31.8,-4.4,有效
1514,114.1,107.7,2.8,有效
1515,366.3,399.2,-1.1,有效
1516,585.7,539.4,1.7,有效
1517,630.7,650.4,4.2,有效
1518,642.7,630.5,-7.8,有效
1519,236.4,213.7,-2.4,有效
1520,502.7,489.5,9.9,有效
1521,443.3,439.2,-4.5,有效
1522,836.9,854.3,-8.2,有效
1523,534.3,532.0,-9.2,有效
1524,455.7,481.6,-3.2,有效
1525,198.8,151.9,-6.6,有效
1526,502.7,506.7,2.3,有效
1527,205.3,187.6,-0.6,有效
1528,462.0,421.5,8.1,有效
1529,333.7,379.6,-1.0,有效
1530,797.1,802.1,4.8,有效
1531,546.0,577.0,7.3,有效
1532,490.1,498.3,9.2,有效
1533,633.6,672.0,3.4,有效
1534,452.5,457.1,-6.2,有效
1535,300.3,325.7,4.8,有效
1536,552.8,578.6,-2.0,有效
1537,847.4,872.5,9.5,有效
1538,245.4,290.6,-2.4,有效
1539,588.5,571.6,1.0,有效
1540,381.6,337.0,5.5,有效
1541,508.9,499.0,-0.9,有效
1542,496.4,506.4,-0.4,有效
1543,210.3,236.9,2.3,有效
1544,885.9,896.1,9.6,有效
1545,647.9,675.3,9.1,有效
1546,204.3,250.8,-2.2,有效
1547,476.9,455.7,6.6,有效
1548,571.8,616.8,-3.1,有效
1549,257.3,262.9,5.0,有效
1550,562.2,515.8,-0.3,有效
1551,556.2,529.2,-3.1,有效
1552,131.9,90.5,8.3,有效
1553,239.1,229.7,-9.4,有效
1554,601.6,600.0,2.6,有效
1555,345.2,349.1,9.0,有效
1556,544.0,569.4,8.1,有效
1557,486.9,492.9,-4.9,有效
1558,542.6,508.5,0.4,有效
1559,662.3,680.9,-2.2,有效
1560,645.9,678.7,1.8,有效
1561,323.6,280.5,-3.9,有效
